%z(ft),GR(API),NPHI(.),RHOB(g/cc),CALI(in) 
11687.5,21.11,0.1003,2.5004,6.061
11687.0,24.05,0.1072,2.4939,6.065
11686.5,24.04,0.1199,2.4777,6.061
11686.0,23.35,0.1178,2.4786,6.038
11685.5,24.63,0.1058,2.5003,6.045
11685.0,27.54,0.1010,2.5273,6.069
11684.5,27.69,0.1051,2.5354,6.061
11684.0,25.05,0.1132,2.5109,6.069
11683.5,23.86,0.1228,2.4843,6.061
11683.0,28.56,0.1404,2.4613,6.038
11682.5,26.40,0.1609,2.4465,6.109
11682.0,22.43,0.1578,2.4334,6.133
11681.5,19.34,0.1465,2.4336,6.089
11681.0,24.49,0.1561,2.4425,6.065
11680.5,30.34,0.1489,2.4548,6.069
11680.0,28.86,0.1663,2.4536,6.077
11679.5,24.17,0.1805,2.4453,6.061
11679.0,17.76,0.1936,2.4387,6.065
11678.5,15.39,0.1973,2.4419,6.093
11678.0,13.40,0.1984,2.4491,6.089
11677.5,12.04,0.1945,2.4542,6.077
11677.0,11.00,0.1912,2.4484,6.061
11676.5,11.30,0.1843,2.4483,6.077
11676.0,13.41,0.1919,2.4457,6.071
11675.5,12.59,0.1908,2.4511,6.077
11675.0,15.33,0.1927,2.4564,6.069
11674.5,13.55,0.1846,2.4593,6.065
11674.0,13.73,0.1911,2.4550,6.077
11673.5,10.68,0.1890,2.4460,6.061
11673.0,11.36,0.1894,2.4369,6.061
11672.5,10.68,0.1938,2.4331,6.061
11672.0,10.14,0.1991,2.4288,6.069
11671.5,9.46,0.1973,2.4306,6.069
11671.0,10.60,0.1819,2.4374,6.077
11670.5,13.47,0.1734,2.4709,6.061
11670.0,14.49,0.1376,2.5368,6.077
11669.5,14.18,0.1157,2.6111,6.061
11669.0,13.17,0.0960,2.6187,6.061
11668.5,13.18,0.1015,2.5568,6.077
11668.0,16.34,0.0955,2.4918,6.093
11667.5,15.15,0.0886,2.4716,6.085
11667.0,19.91,0.0782,2.4915,6.093
11666.5,20.64,0.0801,2.4923,6.077
11666.0,29.48,0.0817,2.4849,6.101
11665.5,29.07,0.0886,2.4706,6.061
11665.0,30.08,0.0923,2.4827,6.093
11664.5,31.42,0.0972,2.5056,6.093
11664.0,35.56,0.0857,2.5179,6.077
11663.5,44.31,0.0841,2.5062,6.125
11663.0,46.36,0.0913,2.4954,6.109
11662.5,45.47,0.0964,2.4964,6.053
11662.0,41.78,0.1041,2.5108,6.061
11661.5,38.49,0.0992,2.5003,6.053
11661.0,36.82,0.1082,2.4800,6.061
11660.5,32.77,0.1102,2.4442,6.069
11660.0,34.69,0.1304,2.4272,6.053
11659.5,38.91,0.1280,2.4204,6.061
11659.0,36.69,0.1375,2.4236,6.053
11658.5,26.28,0.1366,2.4288,6.030
11658.0,17.69,0.1315,2.4375,6.038
11657.5,16.19,0.1197,2.4440,6.053
11657.0,18.70,0.1204,2.4420,6.038
11656.5,18.93,0.1175,2.4383,6.053
11656.0,19.11,0.1112,2.4341,6.045
11655.5,20.12,0.1126,2.4363,6.038
11655.0,21.65,0.1094,2.4430,6.053
11654.5,22.99,0.1181,2.4493,6.045
11654.0,21.10,0.1170,2.4556,6.061
11653.5,20.21,0.1166,2.4563,6.053
11653.0,20.20,0.1196,2.4593,6.038
11652.5,20.40,0.1317,2.4646,6.053
11652.0,19.41,0.1374,2.4639,6.069
11651.5,17.30,0.1304,2.4576,6.069
11651.0,16.47,0.1216,2.4482,6.069
11650.5,16.65,0.1153,2.4469,6.061
11650.0,16.41,0.1102,2.4510,6.069
11649.5,17.07,0.1067,2.4572,6.059
11649.0,15.37,0.1028,2.4640,6.061
11648.5,16.01,0.0983,2.4603,6.077
11648.0,16.85,0.0969,2.4563,6.069
11647.5,17.87,0.1011,2.4534,6.077
11647.0,17.12,0.1041,2.4647,6.093
11646.5,15.10,0.1139,2.4737,6.109
11646.0,18.49,0.1249,2.4792,6.101
11645.5,19.61,0.1176,2.4749,6.085
11645.0,20.80,0.1135,2.4671,6.089
11644.5,18.68,0.1052,2.4688,6.077
11644.0,20.74,0.0971,2.4777,6.117
11643.5,24.90,0.0998,2.4824,6.125
11643.0,26.83,0.0966,2.4711,6.109
11642.5,28.12,0.1044,2.4554,6.061
11642.0,30.03,0.1038,2.4610,6.069
11641.5,31.48,0.1142,2.4928,6.053
11641.0,30.31,0.1123,2.5242,6.181
11640.5,24.05,0.1163,2.5377,6.157
11640.0,22.51,0.1227,2.5396,6.149
11639.5,24.56,0.1215,2.5396,6.157
11639.0,40.04,0.1266,2.5582,6.101
11638.5,41.61,0.1239,2.5382,6.022
11638.0,40.91,0.1249,2.5158,6.189
11637.5,25.43,0.1278,2.4767,6.181
11637.0,20.17,0.1317,2.4704,6.185
11636.5,18.26,0.1352,2.4689,6.189
11636.0,17.29,0.1330,2.4669,6.161
11635.5,17.97,0.1208,2.4702,6.173
11635.0,16.17,0.1062,2.4770,6.065
11634.5,16.40,0.1141,2.4853,6.371
11634.0,16.30,0.1226,2.4842,6.228
11633.5,15.46,0.1256,2.4771,6.133
11633.0,16.96,0.1262,2.4708,6.101
11632.5,20.16,0.1360,2.4625,6.089
11632.0,21.19,0.1376,2.4571,6.125
11631.5,22.33,0.1410,2.4512,6.117
11631.0,20.81,0.1583,2.4496,6.125
11630.5,23.67,0.1805,2.4527,6.165
11630.0,22.84,0.1816,2.4575,6.109
11629.5,21.63,0.1756,2.4612,6.038
11629.0,21.30,0.1724,2.4621,6.085
11628.5,21.58,0.1675,2.4698,6.173
11628.0,24.74,0.1679,2.4751,6.260
11627.5,23.21,0.1693,2.4745,6.165
11627.0,22.57,0.1709,2.4684,6.109
11626.5,19.50,0.1794,2.4623,6.085
11626.0,20.51,0.1881,2.4555,6.077
11625.5,21.87,0.1929,2.4539,6.101
11625.0,23.34,0.1863,2.4523,6.228
11624.5,22.21,0.1930,2.4542,6.228
11624.0,21.56,0.1822,2.4544,6.157
11623.5,19.12,0.1734,2.4539,6.101
11623.0,21.21,0.1437,2.4650,6.101
11622.5,21.81,0.1456,2.4599,6.125
11622.0,23.83,0.1376,2.4557,6.133
11621.5,20.51,0.1278,2.4464,6.161
11621.0,19.01,0.1226,2.4502,6.189
11620.5,19.34,0.1162,2.4608,6.133
11620.0,20.73,0.1117,2.4693,6.085
11619.5,20.71,0.1120,2.4819,6.061
11619.0,20.66,0.0992,2.4928,6.212
11618.5,21.27,0.0832,2.4936,6.244
11618.0,24.29,0.0706,2.4956,6.204
11617.5,25.26,0.0750,2.4968,6.161
11617.0,25.01,0.0791,2.5028,6.109
11616.5,23.25,0.0807,2.5136,6.069
11616.0,23.42,0.0817,2.5374,6.069
11615.5,25.99,0.0833,2.5782,6.149
11615.0,26.76,0.0786,2.5992,6.157
11614.5,29.01,0.0730,2.6000,6.165
11614.0,32.26,0.0731,2.5632,6.113
11613.5,43.07,0.0866,2.5307,6.089
11613.0,41.51,0.0971,2.4947,6.069
11612.5,35.41,0.1066,2.4790,6.053
11612.0,25.36,0.0934,2.4756,6.069
11611.5,25.92,0.0949,2.4879,6.061
11611.0,25.64,0.1042,2.4926,6.061
11610.5,23.64,0.1196,2.4835,6.061
11610.0,20.60,0.1287,2.4599,6.053
11609.5,21.72,0.1384,2.4549,6.038
11609.0,21.74,0.1263,2.4613,6.053
11608.5,20.58,0.1087,2.4792,6.045
11608.0,19.28,0.1077,2.4799,6.069
11607.5,16.40,0.1138,2.4731,6.061
11607.0,17.16,0.1305,2.4690,6.053
11606.5,18.11,0.1290,2.4770,6.061
11606.0,27.06,0.1221,2.4884,6.069
11605.5,26.10,0.1132,2.4847,6.061
11605.0,24.21,0.1126,2.4818,6.061
11604.5,22.07,0.1066,2.5050,6.089
11604.0,33.57,0.1093,2.5461,6.141
11603.5,50.01,0.1172,2.5825,6.117
11603.0,55.53,0.1082,2.5860,6.045
11602.5,54.30,0.0993,2.5823,6.085
11602.0,51.97,0.1034,2.5597,6.093
11601.5,51.13,0.1027,2.5230,6.061
11601.0,48.49,0.1028,2.4762,6.069
11600.5,39.50,0.1134,2.4482,6.053
11600.0,35.03,0.1228,2.4422,6.045
